timestamp,device_id,temperature,power_consumption,user_activity,device_mode,anomaly_flag,decision_label
26/06/2022 03:00,1261,20.76563523,468.7201795,Sleep,Auto,0,Normal
14/07/2022 20:00,1542,20.40033919,205.7720049,Active,Standby,0,Normal
03/02/2022 08:00,1898,27.93032835,353.8448107,Active,Manual,0,Normal
02/06/2022 23:00,1582,25.29536529,301.2350607,Active,Auto,0,Warning
24/06/2022 17:00,1991,26.56901534,487.7179305,Active,Auto,0,Normal
04/05/2022 16:00,1007,19.40026003,143.7608133,Sleep,Auto,0,Warning
19/07/2022 17:00,1028,29.09974713,123.2780858,Active,Manual,0,Normal
02/07/2022 00:00,1838,24.67469682,494.2022546,Idle,Manual,0,Normal
26/04/2022 16:00,1650,25.21342866,204.5441872,Sleep,Manual,1,Normal
04/05/2022 18:00,1323,20.83580375,185.5145744,Sleep,Standby,0,Normal
11/06/2022 03:00,1430,28.4997684,48.39405922,Active,Auto,0,Normal
14/03/2022 15:00,1349,20.70714778,133.9087634,Active,Auto,0,Normal
14/06/2022 12:00,1050,26.55121476,98.54815556,Active,Auto,0,Normal
08/06/2022 10:00,1243,24.19237726,241.0247975,Active,Auto,0,Warning
26/03/2022 08:00,1762,28.73702782,436.7525674,Idle,Standby,0,Warning
05/04/2022 18:00,1720,22.76304663,130.9099477,Active,Manual,0,Normal
05/01/2022 03:00,1112,27.17691087,444.0160713,Sleep,Standby,0,Normal
25/07/2022 01:00,1443,21.68265658,494.3823506,Idle,Auto,0,Normal
22/05/2022 23:00,1565,22.03308949,89.10165496,Idle,Auto,0,Normal
26/06/2022 21:00,1862,28.7549411,460.0098319,Sleep,Auto,0,Normal
12/07/2022 11:00,1989,19.30411776,166.9097253,Active,Manual,0,Normal
24/07/2022 20:00,1462,19.5455003,50.28597409,Active,Manual,0,Normal
08/01/2022 23:00,1482,23.24871334,241.8537542,Sleep,Standby,0,Normal
15/07/2022 16:00,1138,23.20023156,486.3201577,Idle,Manual,0,Normal
16/03/2022 08:00,1038,22.08049141,337.0769833,Sleep,Standby,0,Normal
05/03/2022 20:00,1871,19.28818451,194.8181551,Sleep,Auto,0,Normal
29/04/2022 02:00,1183,25.59267114,449.7935859,Active,Manual,0,Normal
05/07/2022 04:00,1749,25.43593362,329.7087257,Sleep,Standby,0,Normal
24/07/2022 19:00,1440,19.22385234,182.2895051,Idle,Standby,0,Normal
08/03/2022 14:00,1465,26.38711493,304.7639802,Idle,Manual,0,Normal
16/03/2022 03:00,1588,20.22502539,427.2764208,Active,Manual,0,Normal
24/07/2022 04:00,1361,25.1530189,430.3085083,Idle,Auto,0,Warning
18/04/2022 06:00,1787,28.79609192,32.86569172,Active,Standby,0,Warning
22/05/2022 14:00,1554,20.60738675,256.7824609,Idle,Standby,0,Normal
15/06/2022 15:00,1368,24.18814853,473.6907095,Idle,Auto,0,Warning
07/06/2022 02:00,1812,20.34925515,78.89982659,Active,Manual,0,Normal
07/01/2022 22:00,1816,21.86441802,22.32972358,Active,Standby,0,Normal
14/03/2022 23:00,1566,19.24819915,276.3146088,Idle,Standby,0,Normal
03/03/2022 15:00,1643,20.34662628,309.6759321,Idle,Standby,0,Normal
12/02/2022 16:00,1114,24.66271151,211.5339022,Sleep,Auto,1,Warning
16/03/2022 12:00,1674,27.90159988,134.8836069,Active,Standby,0,Normal
05/04/2022 08:00,1056,23.12838428,22.0390797,Idle,Standby,0,Normal
14/04/2022 01:00,1812,18.60112791,465.4869312,Idle,Manual,0,Warning
17/03/2022 22:00,1716,19.90778294,160.3277569,Idle,Auto,0,Normal
20/02/2022 20:00,1773,18.57058666,224.5631162,Sleep,Auto,0,Normal
11/03/2022 10:00,1408,25.35553734,486.3176298,Active,Auto,0,Normal
04/05/2022 08:00,1041,29.24840489,152.6146375,Sleep,Manual,0,Normal
07/01/2022 08:00,1018,22.76582404,482.2724452,Sleep,Standby,0,Normal
16/04/2022 14:00,1587,28.34900178,210.2180034,Active,Manual,0,Normal
15/07/2022 08:00,1275,19.96759984,196.2345762,Idle,Auto,0,Normal
24/03/2022 10:00,1698,19.32023489,95.5515192,Active,Auto,0,Normal
03/03/2022 05:00,1599,24.84473023,66.45340224,Sleep,Standby,0,Normal
27/04/2022 23:00,1619,20.21974053,123.519196,Active,Manual,0,Normal
15/04/2022 16:00,1353,21.71452059,28.25879711,Idle,Auto,0,Normal
03/05/2022 15:00,1681,19.40645985,221.0086763,Idle,Standby,0,Normal
05/05/2022 04:00,1165,24.79930299,118.9268568,Active,Manual,0,Normal
20/07/2022 22:00,1984,25.82695769,122.7482308,Sleep,Manual,0,Normal
06/05/2022 17:00,1289,20.23604547,87.97052495,Idle,Auto,0,Normal
07/03/2022 06:00,1532,25.57384907,172.3308192,Active,Manual,0,Normal
02/01/2022 07:00,1162,22.24081144,174.0564184,Sleep,Auto,0,Normal
09/02/2022 01:00,1518,26.79246994,221.5647486,Sleep,Auto,0,Normal
20/02/2022 15:00,1734,26.58289212,208.5400909,Active,Standby,0,Normal
22/03/2022 17:00,1554,18.40344945,21.06199555,Active,Standby,0,Normal
17/02/2022 01:00,1978,29.09776233,494.5114693,Idle,Auto,0,Normal
13/01/2022 21:00,1986,19.83728123,450.6190213,Sleep,Auto,0,Normal
24/07/2022 05:00,1876,19.13417816,45.2206238,Sleep,Auto,0,Normal
01/04/2022 08:00,1732,27.86681509,71.42504643,Idle,Standby,0,Normal
10/05/2022 17:00,1240,18.77861456,330.0282946,Sleep,Standby,0,Normal
21/01/2022 15:00,1903,25.87415252,153.4726106,Active,Manual,0,Critical
09/01/2022 13:00,1362,19.84451122,374.1722176,Sleep,Standby,0,Normal
22/04/2022 09:00,1419,24.30297988,136.8835632,Active,Auto,0,Warning
20/05/2022 21:00,1533,18.80133525,61.43850734,Sleep,Manual,0,Warning
09/06/2022 14:00,1857,24.38527526,225.5090097,Active,Auto,0,Normal
13/01/2022 17:00,1612,24.16646605,437.5673661,Active,Standby,0,Normal
08/06/2022 01:00,1495,20.61039934,30.34606728,Active,Manual,0,Normal
02/04/2022 17:00,1987,25.31863117,150.2405508,Sleep,Standby,0,Normal
14/02/2022 05:00,1719,19.85215778,433.779514,Idle,Auto,0,Normal
05/02/2022 03:00,1214,23.00557102,184.5227151,Idle,Auto,0,Normal
11/06/2022 08:00,1774,21.72266816,341.234635,Active,Manual,0,Critical
04/04/2022 19:00,1540,25.68621835,249.2109021,Sleep,Auto,0,Normal
09/01/2022 19:00,1117,28.62274935,70.51866406,Active,Manual,0,Critical
16/06/2022 13:00,1049,19.05716458,135.7699931,Active,Manual,0,Warning
29/01/2022 07:00,1806,19.63035497,290.8880675,Active,Manual,0,Normal
24/01/2022 13:00,1799,27.96470764,127.296949,Idle,Standby,0,Normal
18/05/2022 02:00,1443,21.2792068,247.0425345,Idle,Standby,0,Normal
01/07/2022 10:00,1053,20.66077614,275.6475828,Sleep,Manual,0,Normal
29/01/2022 08:00,1739,19.07860751,174.6826129,Idle,Auto,0,Normal
08/01/2022 12:00,1056,21.9395821,328.5908394,Idle,Standby,0,Warning
28/06/2022 07:00,1402,20.77742773,181.5918398,Active,Standby,0,Normal
14/04/2022 23:00,1527,27.27470506,327.9156299,Active,Auto,0,Normal
07/04/2022 12:00,1118,24.61085608,469.7592052,Sleep,Auto,0,Normal
28/06/2022 01:00,1828,28.80396473,182.0095977,Sleep,Manual,0,Normal
12/01/2022 14:00,1169,26.88875505,263.0185966,Sleep,Auto,0,Normal
03/06/2022 11:00,1524,19.98398019,11.28790082,Sleep,Standby,0,Normal
18/07/2022 10:00,1565,21.61322724,304.1625266,Idle,Auto,0,Normal
19/01/2022 00:00,1224,23.93674496,24.05707753,Idle,Auto,0,Normal
13/01/2022 01:00,1062,22.29984693,120.0038547,Idle,Standby,0,Normal
12/02/2022 19:00,1020,29.50018669,76.74866068,Active,Manual,0,Normal
23/01/2022 07:00,1046,23.2721333,179.8643811,Sleep,Standby,0,Normal
01/06/2022 07:00,1399,18.28287091,285.1578357,Active,Manual,0,Warning
08/01/2022 20:00,1625,23.1589546,83.20405795,Idle,Manual,0,Warning
01/04/2022 14:00,1212,21.34874332,98.77378891,Sleep,Auto,0,Normal
13/06/2022 03:00,1874,19.14118877,102.1730517,Sleep,Manual,0,Normal
19/03/2022 14:00,1091,22.62774403,219.4668543,Active,Standby,0,Normal
12/01/2022 06:00,1284,18.6128747,389.9044674,Active,Standby,0,Normal
14/03/2022 00:00,1283,19.7053921,24.26854251,Sleep,Standby,0,Normal
19/06/2022 19:00,1072,20.60629318,469.0102361,Idle,Manual,0,Normal
31/03/2022 21:00,1398,22.28400114,356.3880738,Sleep,Auto,1,Warning
13/06/2022 19:00,1702,27.14768551,147.702888,Active,Auto,1,Normal
05/01/2022 15:00,1653,29.68095282,92.34030764,Idle,Manual,0,Normal
10/04/2022 08:00,1472,22.75431565,412.9116434,Sleep,Auto,0,Normal
10/01/2022 04:00,1391,20.04908944,83.67539148,Active,Manual,0,Normal
27/01/2022 03:00,1636,29.29597912,38.11867264,Sleep,Standby,0,Normal
19/02/2022 05:00,1368,18.05015841,418.2731317,Active,Manual,0,Normal
21/05/2022 21:00,1975,22.87296338,464.0573785,Sleep,Manual,0,Normal
11/04/2022 22:00,1173,19.87817111,411.7999137,Idle,Auto,0,Normal
02/02/2022 22:00,1062,22.11470003,41.01282499,Active,Manual,0,Normal
28/06/2022 03:00,1952,20.73606286,463.8011597,Sleep,Auto,0,Normal
20/01/2022 05:00,1920,22.70283965,198.2887159,Idle,Auto,0,Normal
03/07/2022 10:00,1347,21.20753267,234.0377993,Idle,Manual,0,Warning
23/01/2022 23:00,1385,19.27217345,45.47391396,Sleep,Standby,0,Normal
11/05/2022 09:00,1875,23.44961422,233.4014638,Idle,Standby,0,Normal
02/03/2022 04:00,1410,24.20358594,207.9511842,Active,Auto,0,Normal
09/01/2022 06:00,1902,23.68628173,307.5971702,Sleep,Standby,0,Warning
18/04/2022 21:00,1163,21.66448552,498.1821018,Idle,Auto,0,Warning
17/01/2022 18:00,1922,25.90143748,156.7909705,Active,Auto,0,Normal
14/06/2022 23:00,1384,20.31811128,179.8117895,Idle,Auto,0,Normal
24/06/2022 13:00,1794,26.98321633,175.638601,Sleep,Standby,0,Normal
18/07/2022 11:00,1652,24.43766325,348.1960964,Idle,Manual,0,Normal
29/03/2022 07:00,1419,21.97577149,237.5447382,Idle,Manual,0,Normal
01/05/2022 20:00,1034,18.36764624,45.6519945,Active,Standby,0,Normal
05/07/2022 22:00,1418,27.46012108,444.1055064,Active,Standby,0,Normal
28/01/2022 02:00,1851,27.53524788,166.2467719,Active,Auto,0,Normal
30/01/2022 12:00,1056,29.56462943,364.7423879,Active,Manual,0,Normal
03/03/2022 16:00,1963,22.92796806,253.823109,Idle,Manual,0,Critical
03/07/2022 22:00,1215,22.96530381,123.9606572,Sleep,Manual,0,Normal
08/05/2022 17:00,1595,23.30655582,19.66072838,Active,Manual,0,Normal
10/04/2022 19:00,1384,18.18726658,398.2653189,Idle,Manual,0,Normal
15/03/2022 17:00,1724,29.1756378,117.8481897,Idle,Manual,0,Normal
14/01/2022 02:00,1635,26.40091766,56.40781768,Sleep,Manual,0,Normal
06/06/2022 17:00,1184,18.48081898,58.1228921,Sleep,Standby,0,Normal
24/07/2022 13:00,1230,24.5491141,489.654559,Idle,Standby,0,Normal
05/01/2022 17:00,1967,28.8803615,389.2805734,Idle,Manual,0,Warning
10/02/2022 00:00,1203,24.12565649,421.4065846,Sleep,Standby,0,Normal
02/05/2022 06:00,1884,22.12423812,327.576443,Active,Auto,0,Warning
22/05/2022 21:00,1285,24.24021783,344.2730213,Active,Manual,0,Normal
09/03/2022 15:00,1000,27.19057704,106.0049656,Sleep,Auto,0,Normal
19/05/2022 10:00,1203,25.35937258,364.7230258,Active,Standby,0,Normal
28/07/2022 07:00,1649,20.98895577,94.64495368,Active,Manual,0,Normal
17/03/2022 18:00,1846,19.8516797,396.0436319,Idle,Manual,0,Normal
14/05/2022 02:00,1148,29.55096717,297.2272634,Active,Standby,0,Normal
06/05/2022 07:00,1224,27.42582354,345.800091,Sleep,Manual,0,Normal
23/05/2022 06:00,1154,22.85197418,181.5415119,Idle,Standby,0,Normal
08/07/2022 16:00,1629,25.31709319,362.9867971,Idle,Standby,0,Normal
21/03/2022 01:00,1636,24.4653323,364.3866101,Idle,Manual,0,Normal
21/03/2022 22:00,1976,27.64841076,226.8675375,Active,Standby,0,Normal
22/02/2022 22:00,1183,29.63720614,317.49993,Idle,Standby,0,Warning
24/06/2022 00:00,1164,20.40126663,156.0988736,Sleep,Manual,0,Normal
26/07/2022 18:00,1923,23.21209722,421.4839816,Idle,Standby,0,Normal
