Device_ID,CPU_Usage (%),Memory_Usage (%),Battery_Level (%),Network_Latency (ms),Packet_Loss (%),Temperature (°C),Uptime (hrs),Workload_Intensity,Error_Count,Failure_Type
1643,44.8081729727279,35.15063311171979,48.66261299846646,113.2240842475687,0.3348899748264259,34.54344605637416,91.70157961025376,3,3,0
1701,39.54553958961921,65.9775794857158,99.7772670786548,87.70023308221496,0.371207937927925,43.18159327409885,20.258707254958964,2,4,0
1227,51.285600381909255,37.29723550811953,34.3495470719887,75.42277930965477,0.0,45.4286372035822,62.448659659048886,2,10,0
2698,36.44510058950297,69.08855244392853,34.777022432736885,207.43531469685257,1.1382250867805854,39.84452846356425,60.98116976345748,2,5,0
2011,76.34788131268651,50.33946279015304,77.28447462039865,146.09681890038084,1.2548983361310624,55.15396749263593,24.72143294901582,2,5,0
2573,55.871158643332585,62.13378904089079,53.99613857913471,39.57588978654619,0.5554420500827505,54.00099811827814,117.15242653470216,1,5,0
1777,35.45725648350263,22.532826824924747,91.80382764210135,119.99982764718033,0.0,57.123077283669225,66.59254042416319,2,3,0
2731,45.53068035256295,32.16554870697557,100.0,21.48370928734917,0.6903584136583782,36.51892654798703,81.4627889852913,1,7,0
3827,74.93783431069438,48.364648700548045,42.96466548151782,184.0382856694095,0.814006615476293,34.460653161577575,167.11267631518052,1,1,0
3229,12.669200972787678,59.00319448616416,63.83572364351064,86.94956379138432,0.2405114593486726,38.32368474511636,70.96823601236468,3,2,4
3795,49.37121659250448,45.72744593386698,41.03491840851287,166.1463080167766,0.9671486991182748,61.27297413749568,134.78598504225383,1,6,0
1465,47.753439006183406,52.62930168400886,39.80601518641619,126.84037346124518,0.6807419142907958,41.3822523650184,172.3928883075682,2,6,3
3652,80.38567847283538,51.24481128218765,84.03681574565333,84.97320074106159,0.0,50.4784905688975,178.14449098390884,2,4,3
2094,51.03891771614599,53.32337710436316,99.78151704079582,50.96175781687312,0.0,56.70093900583089,0.0,1,7,0
2272,62.18276241814354,42.144030458428674,75.90356024697752,80.47954067891834,0.3728484027656366,42.05184890736184,181.29889800031992,1,7,0
3924,48.71623645783004,51.22983220737079,66.90269091911998,69.41534391491008,1.074676997519097,33.568460027988884,99.88463273007626,3,5,4
2581,54.011383944618856,53.14205125471659,99.73066153139465,45.56825784704807,0.5386456062946332,40.62446976663129,53.19247769625604,2,9,3
2208,36.74198164898104,7.1806000564341375,100.0,24.62235276832897,0.5199960339443103,35.30929382056181,81.23524151432898,1,5,1
1213,69.08003526986406,75.00836167326706,58.08621441951897,160.6589594195795,0.0,47.90641583887672,139.5576825182113,2,9,0
1013,54.83924543132069,30.69254647123625,74.99026046006956,1.0,0.0474300643664398,49.248262123767375,182.6817608014929,1,5,4
3973,22.63369922334379,60.28786727912629,53.52440433350824,51.701453769423175,1.4057924493041676,44.26539290026543,88.78706042802573,2,6,0
1423,45.02071703041853,56.38765487944744,100.0,114.60844141036632,0.0,53.93924530541073,168.91786107112745,1,9,2
2689,55.665757430922845,28.345936067453525,64.15255498866016,160.57137518162153,0.0316322679036006,43.60860609565681,117.67569922242129,1,4,1
2780,36.15158040252288,2.34944280205999,46.49960169690615,103.74437921857788,0.6216764676713938,39.25218703348692,104.3812577584982,2,8,1
3640,57.95854099893618,53.474112112521375,54.59821961659191,130.42458243390394,0.0915076164727485,23.470654376270403,146.91956670297932,2,7,0
3320,27.9969153405661,58.10431916053543,57.67704312626869,60.12572513281057,1.4714921792421811,20.078144336507865,173.84561481551344,1,6,1
1638,51.46635934376808,55.55091672903433,37.19591997011206,174.84401369254283,1.0981064257983892,36.19946349399693,102.09590201193129,2,6,1
2279,53.84098232980063,48.9781486224807,67.93518561621774,106.86706622825524,0.0,55.20600901763212,60.890662799895054,2,7,0
2641,50.48438913345516,62.20971290296612,18.290607114224198,113.68072905828524,0.2945980183806812,40.79788431432324,101.825311119276,2,6,1
1510,33.38099767177924,41.99599540341249,100.0,141.4574517529771,0.88648720931089,48.20576811668947,79.54910760925303,2,4,4
1598,30.42472568435385,65.10700004709739,54.80440268460939,98.12182453169044,1.0275509971434245,15.87449182080189,70.01390770343095,1,5,0
3713,59.99728247480743,62.85106132205688,40.80336731770724,157.03929002262373,1.6126943330038042,52.40383434605422,64.78527152578978,1,5,3
3635,83.99914749152761,38.26102103872117,42.19181325823549,148.8631685151561,0.9174098498228488,37.96843633666219,180.3808693412223,1,2,0
3365,37.41473212614423,47.14638733380176,91.93868883628552,88.66688981380003,0.0,47.81428919465528,66.86783030859863,2,5,0
3644,36.95822222813879,70.38784241246037,74.62146635150911,1.0,0.1358536905821433,54.22258508576327,162.1475101521031,1,7,0
1519,51.98664610858452,69.19278004640239,2.4162988223160653,89.96573908123351,1.121912851250988,46.95745792472643,98.20493511999462,3,6,0
3794,31.466033823053785,52.092466942211885,63.10400100258859,100.93952556539703,0.0,36.45078646300767,124.16603393129446,3,7,0
1574,45.61798942382271,52.91077915408811,58.25588839157158,1.0,0.0,46.59401789848495,114.17383020094913,2,7,0
3726,50.07391343695695,31.77790796167035,60.56441497174176,65.21596279167426,2.1128628484844327,56.98458702375565,149.5523523463726,1,5,2
2098,10.035986309357844,41.15157865305664,68.40636786240084,115.25427023533766,0.0245446439473298,64.76929133723412,55.70149587629356,2,7,0
2948,49.41474372630044,29.98084089634651,90.13936757015432,139.66312479775152,0.9866162123327792,36.556540950662914,111.5703175638708,2,7,1
2449,74.76566142867271,57.21116869651976,100.0,82.98297585585485,0.6005128778356446,40.32115455432321,158.22323462561062,3,4,4
2585,58.57633000661146,47.1760799737054,86.56340083496532,57.89506551393057,1.0041568118337854,27.844567879489432,239.2955956997028,1,3,2
3597,37.86599410469407,56.141577959633786,59.09342419549928,18.159906784460414,0.6134599848527429,33.949363092780295,157.4102392328245,2,6,3
1965,48.205286114255465,40.87660238832861,74.87692313556505,179.45736508182284,0.0,35.52754895212693,137.3158261279563,3,6,4
2019,43.5930538361136,42.23461140696178,100.0,64.25963705042648,0.2610868397379585,47.03493522711172,62.70607467819053,3,8,0
3909,40.99974284008373,75.07021363156214,84.11940660785376,65.51722475495279,1.4032977272318037,47.04338601147596,87.41104629286912,1,7,0
1359,56.45437120676179,56.87252172183048,20.45088785653217,80.24765739152163,0.1106848014046002,32.30854720193382,103.64008971811546,1,5,0
1737,55.12059468627752,43.13227420726266,90.29263929033164,120.92572795785274,0.0,44.330463786039466,117.69909663355033,1,6,0
2785,51.64879505869006,91.32826615579852,74.83515917974293,179.01698854114846,0.0188518959491945,33.82203726518972,78.35118673788921,2,7,0
2609,56.461585462320585,60.295303325218,60.61481383790096,156.73198499105283,0.1803598499946663,38.56475330577043,81.47861427651648,2,7,0
1260,65.49268106858673,71.54503108558967,61.716192522803766,87.42240499079318,0.9991180953030642,24.69072367487353,146.22889329314253,1,3,3
3772,35.06843306919522,47.53637022451952,100.0,136.35612407427465,1.100845863103773,40.32426604187004,200.39780479311605,1,7,4
3643,33.0473214276183,7.504545647858897,98.58403825514571,175.4761996349427,0.0,44.66321649183292,96.43410547425904,3,7,2
